Type,City,Bedrooms,Area,Price,Predicted_Price,Discount_pct
Apartment,New Capital City,3.0,167.0,185000,417615.94801904017,55.7
Apartment,New Hut - El Tagamoa,2.0,157.0,686000,1549657.3182467828,55.7
Chalet,Ain Sukhna,3.0,155.0,281300,635019.7742959338,55.7
Apartment,Maamoura,2.0,65.0,140000,315691.59070488374,55.7
Town House,6th of October,3.0,225.0,480000,1084492.0927040128,55.7
Apartment,New Hut - El Tagamoa,2.0,100.0,283000,638429.626769479,55.7
Chalet,Agami,3.0,110.0,270000,609259.2520766548,55.7
Apartment,Madinaty,3.0,180.0,320000,720036.3481981109,55.6
Chalet,North Coast,3.0,146.0,540000,1216204.2680189717,55.6
Chalet,Ain Sukhna,2.0,108.0,600000,1352555.3418006436,55.6
Twin House,New Hut - El Tagamoa,4.0,330.0,1200000,2703934.1225760356,55.6
Apartment,New Hut - El Tagamoa,2.0,220.0,650000,1463234.0825341267,55.6
Chalet,North Coast,3.0,150.0,575000,1293645.746685216,55.6
Apartment,New Hut - El Tagamoa,3.0,122.0,250100,563260.2797591205,55.6
Stand Alone Villa,New Hut - El Tagamoa,6.0,920.0,13000000,29285364.12778807,55.6
Stand Alone Villa,Borg al-Arab,4.0,900.0,2500000,5628804.425294383,55.6
Apartment,New Hut - El Tagamoa,3.0,147.0,270000,607455.5543751699,55.6
Stand Alone Villa,New Hut - El Tagamoa,6.0,450.0,3600000,8104489.557739266,55.6
Apartment,Nakheel,2.0,130.0,190000,428332.2681509613,55.6
Stand Alone Villa,New Capital City,5.0,464.0,519446,1170590.608235898,55.6
Town House,New Capital City,4.0,230.0,750000,1683643.2988762655,55.5
Town House,New Hut - El Tagamoa,4.0,230.0,1250000,2808011.4492291706,55.5
Stand Alone Villa,New Hut - El Tagamoa,4.0,344.0,1000000,2247071.42584341,55.5
Chalet,North Coast,2.0,115.0,300000,674349.0388203972,55.5
Chalet,Ain Sukhna,2.0,100.0,264000,592872.0807510812,55.5
Apartment,Heliopolis,2.0,120.0,220000,494650.14684382407,55.5
Chalet,Ain Sukhna,3.0,135.0,260000,583893.6681570773,55.5
Chalet,North Coast,3.0,140.0,400000,899234.9424142453,55.5
Apartment,New Hut - El Tagamoa,2.0,139.0,300000,672177.4238143313,55.4
Twin House,New Hut - El Tagamoa,3.0,280.0,1071000,2403037.9213227453,55.4
Chalet,Ain Sukhna,3.0,135.0,211000,472573.9348507848,55.4
Chalet,Ain Sukhna,2.0,110.0,250000,560613.7942011111,55.4
Chalet,North Coast,3.0,250.0,850000,1907187.1189917775,55.4
Apartment,Rod al-Farag,5.0,145.0,800000,1791973.7270163433,55.4
Chalet,Ain Sukhna,2.0,100.0,230000,515919.7945985163,55.4
Apartment,Sheikh Zayed,3.0,172.0,582000,1303494.1590415654,55.4
Apartment,New Hut - El Tagamoa,2.0,110.0,280000,627191.5499310876,55.4
Chalet,North Coast,2.0,103.0,350000,783272.9290707128,55.3
Penthouse,North Coast,2.0,92.0,578333,1294764.9574354363,55.3
Stand Alone Villa,New Hut - El Tagamoa,5.0,193.0,393000,879998.1761449166,55.3
Town House,New Capital City,5.0,350.0,300000,671337.6407014556,55.3
Apartment,Badr City,2.0,70.0,130000,290543.5302237194,55.3
Apartment,New Hut - El Tagamoa,2.0,125.0,350000,783073.7576794722,55.3
Chalet,North Coast,1.0,70.0,280000,626665.4967449926,55.3
Chalet,Ain Sukhna,2.0,83.0,215000,480863.83895508794,55.3
Apartment,Sheikh Zayed,3.0,174.0,632400,1415882.995786568,55.3
Chalet,Ain Sukhna,2.0,125.0,270000,604052.9580800143,55.3
Chalet,North Coast,2.0,121.0,967000,2159454.774817655,55.2
Town House,6th of October,3.0,140.0,510000,1137265.7358237777,55.2
Chalet,Ain Sukhna,2.0,135.0,273000,609025.3756561322,55.2
Stand Alone Villa,North Coast,3.0,710.0,2300000,5139020.662126155,55.2
Stand Alone Villa,North Coast,4.0,225.0,900000,2009891.3358979442,55.2
Chalet,Ras Sedr,1.0,79.0,187000,417871.0945704073,55.2
Town House,North Coast,4.0,170.0,550000,1226326.2301547097,55.2
Apartment,New Hut - El Tagamoa,3.0,180.0,453000,1010606.7352237345,55.2
Stand Alone Villa,North Coast,5.0,225.0,750000,1674793.5792822083,55.2
Chalet,North Coast,2.0,115.0,350000,780289.9506145195,55.1
Apartment,New Capital City,3.0,156.0,122000,271604.36824139627,55.1
Chalet,North Coast,2.0,115.0,350000,780289.9506145195,55.1
Chalet,North Coast,2.0,115.0,350000,780289.9506145195,55.1
Apartment,New Hut - El Tagamoa,2.0,157.0,444000,989890.0928868385,55.1
Apartment,Heliopolis,3.0,175.0,400000,889220.7657445818,55.0
Chalet,North Coast,3.0,130.0,350000,777997.1645715788,55.0
Chalet,Agouza,2.0,95.0,220000,488704.25305953436,55.0
Stand Alone Villa,New Hut - El Tagamoa,4.0,391.0,5600000,12431787.443913525,55.0
Apartment,New Capital City,3.0,145.0,230000,511592.0074235536,55.0
Duplex,Madinaty,5.0,337.0,504000,1120836.3812935771,55.0
Town House,New Hut - El Tagamoa,5.0,250.0,1300000,2891358.1649084305,55.0
Chalet,North Coast,3.0,123.0,300000,666682.4914537282,55.0
Chalet,North Coast,3.0,110.0,1100000,2445908.347267422,55.0
Chalet,North Coast,2.0,133.0,550000,1221730.7721389926,55.0
Apartment,New Hut - El Tagamoa,3.0,220.0,475000,1053359.118713926,54.9
Apartment,6th of October,2.0,103.0,200000,443026.91842359805,54.9
Apartment,New Capital City,3.0,138.0,200000,443071.2668798531,54.9
Chalet,North Coast,2.0,112.0,170000,377236.72852264676,54.9
Duplex,Damietta City,5.0,189.0,335000,742794.5765411349,54.9
Chalet,Nakheel,2.0,100.0,230000,509528.64316105883,54.9
Apartment,New Hut - El Tagamoa,3.0,214.0,510000,1129280.8766120088,54.8
Stand Alone Villa,6th of October,6.0,600.0,4200000,9290191.778669449,54.8
Duplex,New Hut - El Tagamoa,2.0,100.0,300000,663532.5005638269,54.8
Apartment,Imbaba,3.0,200.0,675000,1494384.8741235195,54.8
Chalet,North Coast,3.0,126.0,400000,885495.5359479862,54.8
Apartment,Salam City,2.0,68.0,180000,398562.8451350741,54.8
Chalet,North Coast,2.0,118.0,370000,817962.0805795082,54.8
Chalet,North Coast,3.0,125.0,506500,1119813.061626517,54.8
Apartment,New Hut - El Tagamoa,3.0,177.0,300000,662912.6908376152,54.7
Apartment,New Hut - El Tagamoa,4.0,355.0,1000000,2206360.1956285243,54.7
Chalet,North Coast,2.0,72.0,190000,419110.19439019443,54.7
Apartment,New Hut - El Tagamoa,3.0,164.0,330000,728360.3270036633,54.7
Chalet,Ain Sukhna,3.0,120.0,220000,485525.5197480488,54.7
Apartment,New Hut - El Tagamoa,2.0,135.0,123000,271305.80874492205,54.7
Apartment,New Hut - El Tagamoa,2.0,140.0,350000,773254.7618119135,54.7
Stand Alone Villa,New Hut - El Tagamoa,5.0,820.0,7000000,15412000.290828122,54.6
Stand Alone Villa,Ras Sedr,3.0,270.0,1650000,3632932.734810606,54.6
Twin House,North Coast,4.0,195.0,945000,2082426.236048713,54.6
Apartment,Mandara,1.0,70.0,250000,550511.9904821264,54.6
Chalet,North Coast,2.0,115.0,950000,2090815.8462010925,54.6
Town House,North Coast,3.0,145.0,420000,925255.1765298002,54.6
Duplex,New Hut - El Tagamoa,3.0,310.0,3160000,6955938.283846582,54.6
Stand Alone Villa,6th of October,3.0,210.0,361000,795808.1508813268,54.6
Apartment,New Nozha,3.0,150.0,300000,661045.5030905012,54.6
Twin House,New Hut - El Tagamoa,4.0,178.0,600000,1320956.980505109,54.6
Apartment,New Capital City,3.0,177.0,149000,327242.3570983877,54.5
Apartment,New Capital City,3.0,170.0,400000,878431.1346698668,54.5
Chalet,North Coast,2.0,115.0,355000,780289.9506145195,54.5
Town House,New Hut - El Tagamoa,3.0,176.0,1250000,2747865.535771638,54.5
Duplex,New Hut - El Tagamoa,4.0,225.0,485000,1065177.2834215614,54.5
Chalet,North Coast,3.0,150.0,630000,1385804.7648610203,54.5
Town House,New Hut - El Tagamoa,4.0,207.0,640000,1407355.2332498122,54.5
Stand Alone Villa,Madinaty,4.0,318.0,2050000,4504358.001493211,54.5
Apartment,New Hut - El Tagamoa,4.0,210.0,350000,770075.3072281969,54.5
Apartment,Sheikh Zayed,3.0,450.0,1300000,2859103.8133125054,54.5
Stand Alone Villa,(View phone number),4.0,525.0,2107000,4630261.49855571,54.5
Stand Alone Villa,Sheikh Zayed,5.0,425.0,3000000,6595746.702101141,54.5
Chalet,North Coast,3.0,126.0,390000,857434.6261831493,54.5
Apartment,6th of October,2.0,112.0,112100,246339.5171809465,54.5
Stand Alone Villa,6th of October,5.0,267.0,1648000,3623392.3157772506,54.5
Stand Alone Villa,New Hut - El Tagamoa,4.0,285.0,716000,1570387.6204193756,54.4
Twin House,Sheikh Zayed,5.0,500.0,4500000,9864160.08421331,54.4
Apartment,New Capital City,3.0,195.0,330000,723934.2266000931,54.4
Stand Alone Villa,New Hut - El Tagamoa,4.0,285.0,716000,1570387.6204193756,54.4
Apartment,New Hut - El Tagamoa,3.0,170.0,350000,768297.9793275261,54.4
Studio,New Hut - El Tagamoa,1.0,80.0,149000,326639.7985044145,54.4
Chalet,Ain Sukhna,2.0,100.0,700000,1536596.2003882022,54.4
Chalet,North Coast,3.0,125.0,320000,702330.4812594873,54.4
Chalet,Ain Sukhna,2.0,100.0,200000,437982.0327878557,54.3
Town House,New Hut - El Tagamoa,5.0,225.0,850000,1861693.6227318172,54.3
Twin House,New Hut - El Tagamoa,4.0,543.0,2735000,5978822.8355643535,54.3
Town House,Ain Sukhna,3.0,175.0,660000,1444725.6795411592,54.3
Chalet,North Coast,3.0,105.0,990000,2164007.679923515,54.3
Chalet,Ain Sukhna,2.0,100.0,200000,437982.0327878557,54.3
Chalet,North Coast,2.0,90.0,360000,788036.4729939672,54.3
Chalet,North Coast,3.0,126.0,405000,885495.5359479862,54.3
Town House,New Hut - El Tagamoa,4.0,275.0,850000,1859695.067806407,54.3
Chalet,North Coast,3.0,135.0,900000,1968665.9884524527,54.3
Apartment,Almazah,3.0,200.0,800000,1746415.8242490992,54.2
Chalet,North Coast,2.0,112.0,244000,532249.1776979965,54.2
Stand Alone Villa,North Coast,4.0,235.0,1800000,3930614.856502311,54.2
Apartment,6th of October,3.0,196.0,382000,834650.2766251843,54.2
Chalet,North Coast,2.0,115.0,500000,1091351.2512364201,54.2
Chalet,North Coast,3.0,135.0,360000,785871.4285604889,54.2
Apartment,New Hut - El Tagamoa,3.0,132.0,358000,781784.9231760835,54.2
Chalet,North Coast,3.0,161.0,265000,578685.8767665005,54.2
Chalet,North Coast,3.0,124.0,440000,959909.0512627409,54.2
Stand Alone Villa,Sheikh Zayed,4.0,400.0,2200000,4793690.332617686,54.1
Apartment,New Hut - El Tagamoa,3.0,176.0,650000,1415743.4314173437,54.1
Town House,New Hut - El Tagamoa,4.0,176.0,1328000,2890788.4120231243,54.1
Chalet,Ain Sukhna,2.0,140.0,263000,572598.8197555678,54.1
Stand Alone Villa,North Coast,4.0,215.0,1396000,3038708.5374280345,54.1
Chalet,North Coast,3.0,150.0,350000,762283.5056710357,54.1
Chalet,North Coast,3.0,150.0,300000,653022.7871812073,54.1
Chalet,Ain Sukhna,3.0,140.0,495000,1078790.5354255517,54.1
Town House,Madinaty,4.0,201.0,1300000,2825925.750323623,54.0
Town House,North Coast,3.0,200.0,300000,651568.8862046703,54.0
Stand Alone Villa,New Hut - El Tagamoa,3.0,165.0,490000,1065784.1520827857,54.0
Chalet,North Coast,2.0,115.0,300000,652121.7757970156,54.0
Stand Alone Villa,Shorouk City,4.0,537.0,1343000,2916900.4547923473,54.0
Apartment,New Hut - El Tagamoa,4.0,277.0,1000000,2172349.837147372,54.0
Apartment,Hadayek 6th of October,3.0,115.0,410000,891704.1418357466,54.0
Apartment,New Capital City,3.0,166.0,190000,412994.3771583126,54.0
Chalet,North Coast,4.0,182.0,500000,1087332.4322262586,54.0
Chalet,North Coast,3.0,115.0,390000,845127.8389892422,53.9
Town House,Sheikh Zayed,5.0,268.0,2900000,6285785.172311062,53.9
Chalet,New Hut - El Tagamoa,2.0,109.0,395000,856184.747950297,53.9
Apartment,Mostakbal City,2.0,92.0,155000,336294.89570680883,53.9
Town House,Shorouk City,4.0,259.0,2089000,4532814.989939199,53.9
Apartment,Maadi,3.0,145.0,509000,1104528.1334942982,53.9
Chalet,North Coast,2.0,85.0,750000,1626082.3434391182,53.9
Stand Alone Villa,North Coast,3.0,584.0,2626000,5701617.19127432,53.9
Town House,New Hut - El Tagamoa,4.0,225.0,660000,1432181.7621656954,53.9
Twin House,North Coast,3.0,140.0,1000000,2169834.3638296193,53.9
Chalet,North Coast,2.0,92.0,636261,1379917.6746512903,53.9
Stand Alone Villa,New Capital City,5.0,396.0,500000,1082827.2668170147,53.8
Town House,Nasr City,3.0,147.0,492000,1065320.880037024,53.8
Stand Alone Villa,Madinaty,4.0,344.0,1000000,2163413.692067152,53.8
Stand Alone Villa,New Hut - El Tagamoa,7.0,807.0,4400000,9528503.291286664,53.8
Stand Alone Villa,New Hut - El Tagamoa,4.0,380.0,4000000,8663610.779600453,53.8
Apartment,New Hut - El Tagamoa,2.0,94.0,191100,413370.438653229,53.8
Twin House,New Hut - El Tagamoa,3.0,165.0,480000,1039110.0630903256,53.8
Chalet,North Coast,2.0,75.0,400000,864910.4807825023,53.8
Twin House,North Coast,4.0,213.0,971500,2101364.279430021,53.8
Penthouse,Sheikh Zayed,3.0,247.0,700000,1514905.0659814698,53.8
Chalet,North Coast,2.0,100.0,270000,584747.2698525977,53.8
Duplex,Nakheel,3.0,120.0,150000,324736.05855600745,53.8
Apartment,New Hut - El Tagamoa,3.0,160.0,181000,391606.5113831365,53.8
Chalet,North Coast,2.0,170.0,1350000,2921342.2348488406,53.8
Chalet,North Coast,2.0,136.0,770000,1662840.266949196,53.7
Apartment,Alamein,3.0,180.0,450000,972496.3852730693,53.7
Penthouse,New Hut - El Tagamoa,4.0,282.0,2050000,4430652.542939767,53.7
Town House,Madinaty,3.0,311.0,3450000,7455100.112599512,53.7
Stand Alone Villa,Shorouk City,5.0,377.0,893000,1926907.2473156569,53.7
Chalet,North Coast,3.0,131.0,380000,820943.475880643,53.7
Duplex,North Coast,2.0,108.0,244000,527545.6258004679,53.7
Chalet,North Coast,3.0,135.0,360000,776217.1106051509,53.6
Apartment,New Hut - El Tagamoa,4.0,153.0,309825,668234.5569711907,53.6
Apartment,New Hut - El Tagamoa,2.0,135.0,300000,645445.0978795824,53.5
Chalet,North Coast,2.0,75.0,185000,397753.18466605665,53.5
Chalet,Alamein,3.0,146.0,800000,1721219.9933582556,53.5
Town House,North Coast,3.0,291.0,600000,1290235.8149816636,53.5
Stand Alone Villa,North Coast,5.0,370.0,4000000,8599650.82830775,53.5
Chalet,North Coast,2.0,75.0,190000,408993.9413753814,53.5
Stand Alone Villa,North Coast,4.0,650.0,5400000,11602039.323579546,53.5
Chalet,Alamein,3.0,175.0,550000,1181665.7952726588,53.5
Stand Alone Villa,Alamein,6.0,415.0,3600000,7718921.432243041,53.4
Apartment,New Capital City,3.0,143.0,294000,630568.2019782778,53.4
Chalet,North Coast,3.0,133.0,500000,1074030.3624320484,53.4
Twin House,Sheikh Zayed,5.0,269.0,458000,982141.1587230858,53.4
Apartment,New Hut - El Tagamoa,2.0,130.0,355000,761764.566873669,53.4
Stand Alone Villa,New Hut - El Tagamoa,3.0,437.0,5000000,10727745.256388525,53.4
Chalet,North Coast,2.0,115.0,304000,652121.7757970156,53.4
Apartment,Rehab City,3.0,155.0,300000,642482.5238953623,53.3
Chalet,North Coast,2.0,138.0,630000,1349522.469571279,53.3
Stand Alone Villa,Sheikh Zayed,5.0,415.0,2800000,5997498.681578198,53.3
Stand Alone Villa,6th of October,4.0,280.0,1108000,2371748.5721062752,53.3
Chalet,Ain Sukhna,2.0,108.0,250000,534229.2470044214,53.2
Chalet,Ain Sukhna,1.0,81.0,140000,299410.1319935318,53.2
Apartment,New Hut - El Tagamoa,3.0,177.0,341000,728863.218305649,53.2
Chalet,Ain Sukhna,1.0,81.0,140000,299410.1319935318,53.2
Studio,North Coast,1.0,50.0,270000,577204.455778642,53.2
Chalet,North Coast,2.0,115.0,290000,619142.9510742819,53.2
Town House,New Capital City,5.0,400.0,365000,780379.6692261104,53.2
Chalet,North Coast,3.0,155.0,372000,792456.2477084954,53.1
Duplex,Ain Sukhna,4.0,155.0,481000,1026393.4309032798,53.1
Chalet,North Coast,4.0,255.0,900000,1918487.726917024,53.1
Twin House,North Coast,3.0,280.0,885000,1888930.7265421716,53.1
Chalet,North Coast,2.0,101.0,220000,468638.7152084868,53.1
Stand Alone Villa,Ain Sukhna,5.0,300.0,1900000,4053362.3927842914,53.1
Stand Alone Villa,Borg al-Arab,5.0,600.0,2000000,4267434.054529457,53.1
Chalet,North Coast,3.0,160.0,368000,784668.4434542536,53.1
Town House,New Capital City,4.0,319.0,206000,439158.00441856193,53.1
Apartment,Shorouk City,3.0,185.0,560000,1191663.353837406,53.0
Apartment,New Hut - El Tagamoa,2.0,115.0,900000,1913812.222150389,53.0
Chalet,North Coast,2.0,125.0,274000,582988.8445737637,53.0
Chalet,North Coast,2.0,100.0,360000,765394.0187039188,53.0
Chalet,North Coast,3.0,180.0,990000,2108122.29976271,53.0
Studio,Ain Sukhna,1.0,52.0,98000,208393.8638061326,53.0
Apartment,Obour City,3.0,155.0,160000,340372.79387840146,53.0
Apartment,New Hut - El Tagamoa,3.0,171.0,1150000,2442096.8891311837,52.9
Chalet,North Coast,2.0,115.0,307000,652121.7757970156,52.9
Stand Alone Villa,Mostakbal City,4.0,225.0,850000,1806112.5773532314,52.9
Stand Alone Villa,New Hut - El Tagamoa,5.0,645.0,3100000,6586038.728632869,52.9
Chalet,North Coast,3.0,125.0,540000,1146909.3674952702,52.9
Stand Alone Villa,6th of October,3.0,200.0,1400000,2970280.2899113456,52.9
Chalet,Ain Sukhna,3.0,125.0,240000,509306.49281625863,52.9
Chalet,Ain Sukhna,3.0,125.0,240000,509306.49281625863,52.9
Apartment,New Hut - El Tagamoa,3.0,161.0,340000,721403.1563597921,52.9
Chalet,North Coast,3.0,147.0,390000,827193.1562372462,52.9
Chalet,North Coast,3.0,132.0,200000,423422.99094425037,52.8
Chalet,North Coast,2.0,115.0,329000,697521.2983630082,52.8
Apartment,New Hut - El Tagamoa,3.0,180.0,300000,635883.2194050438,52.8
Chalet,North Coast,2.0,103.0,270000,572580.7773636695,52.8
Twin House,North Coast,3.0,406.0,1492000,3163687.6535672573,52.8
Chalet,North Coast,2.0,90.0,240000,508076.59429988393,52.8
Apartment,New Hut - El Tagamoa,3.0,157.0,237000,501891.47849725565,52.8
Town House,Mostakbal City,4.0,273.0,3000000,6359628.088494317,52.8
Apartment,New Capital City,3.0,168.0,301000,637602.1886139343,52.8
Chalet,North Coast,3.0,122.0,380000,803364.1615552641,52.7
Chalet,North Coast,2.0,115.0,300000,634435.8678969163,52.7
Chalet,North Coast,2.0,115.0,330000,697521.2983630082,52.7
Stand Alone Villa,Shorouk City,4.0,340.0,1500000,3171284.803236354,52.7
Apartment,Sheraton,2.0,130.0,300000,633888.7872879385,52.7
Chalet,Ain Sukhna,3.0,125.0,350000,739491.7989516706,52.7
Chalet,North Coast,2.0,115.0,370000,780289.9506145195,52.6
Apartment,Nasr City,3.0,125.0,380000,800993.0882997762,52.6
Apartment,Badr City,3.0,135.0,250000,526958.9424000968,52.6
Town House,New Hut - El Tagamoa,4.0,176.0,1659500,3499223.75051815,52.6
Stand Alone Villa,New Hut - El Tagamoa,4.0,324.0,1624000,3429108.2105214545,52.6
Apartment,New Hut - El Tagamoa,3.0,180.0,500000,1052382.0236784383,52.5
Stand Alone Villa,New Capital City,4.0,392.0,700000,1472249.3036175608,52.5
Apartment,New Hut - El Tagamoa,3.0,175.0,390000,818935.2708429589,52.4
Town House,New Capital City,4.0,324.0,255000,535339.322791444,52.4
Apartment,New Hut - El Tagamoa,3.0,164.0,330000,692950.3821799381,52.4
Town House,North Coast,3.0,165.0,360000,756054.2414586787,52.4
Apartment,6th of October,3.0,200.0,980000,2060213.0489619141,52.4
Chalet,Ain Sukhna,3.0,150.0,630000,1324269.2108679723,52.4
Chalet,North Coast,3.0,125.0,430000,901259.4166419997,52.3
Chalet,North Coast,2.0,103.0,330000,692482.665537645,52.3
Chalet,Heliopolis,3.0,110.0,260000,544768.4045390832,52.3
Town House,New Capital City,5.0,400.0,308000,646315.4512422326,52.3
Apartment,Zamalek,3.0,115.0,270000,566338.8058333347,52.3
Apartment,Gomrok,2.0,70.0,365000,765517.9728736471,52.3
Chalet,North Coast,3.0,123.0,350000,734071.9058731511,52.3
Chalet,Ain Sukhna,2.0,110.0,260000,545519.8005709272,52.3
Stand Alone Villa,North Coast,4.0,320.0,850000,1777773.6200139353,52.2
Apartment,New Capital City,3.0,98.0,450000,941553.630849227,52.2
Town House,North Coast,3.0,200.0,290000,607067.6148521942,52.2
Chalet,North Coast,3.0,110.0,260000,544308.6187788991,52.2
Apartment,6th of October,4.0,250.0,650000,1360901.6429159923,52.2
Town House,New Hut - El Tagamoa,4.0,190.0,1384000,2889251.4244485195,52.1
Chalet,North Coast,3.0,130.0,340000,710350.1232920346,52.1
Apartment,New Hut - El Tagamoa,3.0,147.0,321000,669849.3168897034,52.1
Chalet,North Coast,2.0,120.0,300000,626089.5546347769,52.1
Chalet,North Coast,2.0,117.0,650000,1358133.9025416712,52.1
Apartment,Mostakbal City,3.0,172.0,289600,604131.5836650612,52.1
Chalet,North Coast,2.0,100.0,230000,480328.20174364094,52.1
Town House,New Hut - El Tagamoa,4.0,190.0,1384000,2889251.4244485195,52.1
Chalet,North Coast,2.0,95.0,385000,803240.1822390022,52.1
Duplex,New Capital City,3.0,180.0,345000,720904.0323411865,52.1
Apartment,New Capital City,3.0,149.0,119000,248595.77619506532,52.1
Penthouse,New Hut - El Tagamoa,2.0,166.0,1470000,3062940.655926174,52.0
Town House,New Hut - El Tagamoa,4.0,193.0,800000,1667735.353915611,52.0
Stand Alone Villa,New Capital City,7.0,480.0,500000,1041565.7683602193,52.0
Chalet,North Coast,2.0,110.0,225000,469111.7817543298,52.0
Town House,New Hut - El Tagamoa,6.0,400.0,4000000,8336046.172482418,52.0
Apartment,6th of October,3.0,160.0,612000,1275172.778024069,52.0
Studio,Gouna,1.0,35.0,350000,729241.9476646942,52.0
Stand Alone Villa,New Hut - El Tagamoa,5.0,520.0,5600000,11669994.22310419,52.0
Chalet,North Coast,3.0,140.0,400000,833418.2973010408,52.0
Chalet,North Coast,2.0,110.0,190000,394901.2353492987,51.9
Chalet,Ain Sukhna,2.0,115.0,650000,1350193.9430330642,51.9
Twin House,New Hut - El Tagamoa,3.0,319.0,4000000,8322759.411299205,51.9
Chalet,Sheikh Zayed,2.0,126.0,370000,769699.4524897552,51.9
Chalet,Sheikh Zayed,2.0,126.0,370000,769699.4524897552,51.9
Apartment,New Hut - El Tagamoa,6.0,350.0,1500000,3120236.1543470854,51.9
Town House,New Capital City,5.0,387.0,300000,623515.9997714118,51.9
